Name, Power, Strength, Magic, Intelligence, Speed, Defense, Poison, Rage, Corrupted, Evilness, Age, Personality, Hometown, Favorite_Color, Weakness, Height, Weight, isVillain, isLiving, isEmployed, isHuman
Crimson Knight, 19, 25, 31, 47, 41, 24, 60, 15, 90, 6, 22.30, Brave, Chennai, 0xbedb1c, Prideful, 13' 0'', 100.57758, False, False, False, False
Professor Shadow, 80, 10, 60, 22, 73, 78, 10, 52, 16, 99, 33.10, Brave, Los Angeles, 0xa26777, Hubris, 18' 7'', 78.26944, False, False, False, True
Ms Cloak, 53, 83, 40, 93, 91, 90, 27, 69, 30, 97, 24.90, Obsessive, Brasilia, 0x4e1a8b, Water weakness, 4' 9'', 103.59282, True, True, True, False
Impossible Ghost, 60, 75, 4, 19, 8, 62, 39, 16, 14, 26, 27.70, Cold blooded, Chicago, 0xd3951a, Radiation weak, 6' 5'', 63.82429, False, False, False, False
Human Knight, 65, 23, 79, 60, 72, 54, 36, 25, 21, 67, 29.29, Manipulative, Charlotte, 0x3038e5, Fearful, 17' 3'', 275.48535, False, False, True, False
Radioactive Girl, 59, 73, 11, 87, 93, 56, 17, 94, 4, 13, 49.51, Brave, Foshan, 0xae3d2c, Power addicted, 12' 2'', 85.68658, True, False, False, True
Wonder Skull, 54, 69, 39, 31, 41, 38, 42, 88, 27, 92, 18.00, Stoic, Zhengzhou, 0x4f457b, Obsessive, 14' 8'', 273.98928, False, False, True, False
Ancient Woman, 81, 60, 72, 20, 89, 41, 63, 84, 58, 56, 18.00, Protective, Tehran, 0x18f3db, Reckless, 10' 2'', 183.16511, False, False, True, False
Crimson Doom, 96, 66, 56, 45, 22, 30, 70, 100, 95, 2, 28.21, Sadistic, Brasilia, 0xa6a640, Ice weakness, 5' 1'', 201.62402, True, True, False, True
Impossible Shadow, 53, 84, 10, 77, 32, 53, 90, 84, 45, 24, 30.90, Cunning, Shenyang, 0xfe6551, Hubris, 5' 11'', 232.18559, True, False, True, True
Night Fist, 46, 49, 17, 71, 75, 17, 88, 23, 11, 73, 24.61, Calculating, Tehran, 0xa03215, Ice weakness, 5' 0'', 151.44046, False, False, False, False
Iron Man, 66, 61, 13, 71, 35, 95, 22, 31, 63, 99, 18.00, Cunning, Seoul, 0x23dabb, Lonely, 11' 10'', 226.45405, True, False, True, False
Ancient Centurion, 85, 31, 32, 17, 19, 73, 17, 12, 80, 63, 37.24, Reckless, Luanda, 0x02f0b5, Poison susceptible, 4' 9'', 157.83244, True, False, False, True
Super Phantom, 6, 25, 0, 81, 3, 84, 67, 66, 38, 65, 52.99, Clever, Columbus, 0x9ca436, Sound sensitive, 17' 4'', 284.24392, False, True, True, False
Incredible Phantom, 77, 33, 21, 91, 59, 9, 33, 25, 42, 68, 47.74, Clever, Ankara, 0x38af07, Distrustful, 8' 4'', 10.78346, False, False, False, False
Impossible Phantom, 82, 76, 91, 36, 53, 70, 58, 61, 1, 10, 50.36, Protective, Mumbai, 0xc6d823, Ice weakness, 1' 8'', 296.46050, False, True, False, False
Professor Hulk, 44, 35, 85, 22, 22, 73, 0, 18, 32, 75, 9948.28, Reckless, Tianjin, 0xd7a6fd, Short sighted, 7' 3'', 74.32648, True, True, True, False
Omega Cloak, 69, 10, 32, 28, 78, 100, 47, 98, 94, 55, 23.01, Loyal, Wuhan, 0xd16c5b, Hotheaded, 9' 7'', 213.44158, True, False, True, True
Impossible Daredevil, 84, 42, 44, 92, 59, 80, 96, 57, 23, 12, 59.68, Cunning, Boston, 0x8b4f48, Sound sensitive, 13' 7'', 167.77575, False, True, False, True
Omega Daredevil, 63, 89, 90, 59, 22, 63, 77, 7, 66, 49, 24.67, Sarcastic, Yangon, 0x5bcec2, Technology vulnerable, 1' 5'', 19.34837, True, False, False, True
Doctor Soldier, 39, 70, 88, 70, 57, 31, 58, 35, 37, 88, 43.22, Brave, Chicago, 0x3f4b20, Silver weakness, 11' 3'', 204.93145, False, False, False, False
Professor Girl, 13, 14, 85, 90, 57, 36, 86, 12, 14, 78, 52.70, Cruel, San Diego, 0x367e92, Ice weakness, 2' 1'', 60.38988, False, True, True, True
Doctor Entity, 11, 14, 41, 24, 55, 32, 84, 12, 85, 73, 37.49, Stoic, New York City, 0x5e51b0, Paranoid, 11' 10'', 95.74049, True, False, False, False
Masked Skull, 44, 81, 67, 40, 41, 25, 75, 14, 98, 33, 18.00, Cold blooded, Seattle, 0xc2b54f, Energy drain, 10' 11'', 39.38294, False, True, True, False
Master Shadow, 21, 57, 87, 68, 6, 28, 15, 50, 73, 78, 18.00, Cold blooded, Toronto, 0xd5e99f, Obsessive, 0' 6'', 164.13499, True, False, False, False
Ms Claw, 32, 71, 26, 17, 55, 18, 44, 42, 91, 87, 24.23, Obsessive, San Jose, 0x9942cd, Energy drain, 20' 1'', 9.13898, True, False, False, True
Omega Torch, 56, 31, 46, 46, 6, 79, 6, 41, 59, 46, 485.03, Cruel, Fortaleza, 0x200466, Sound sensitive, 12' 9'', 188.37611, True, False, False, True
Rocket Machine, 65, 33, 50, 86, 83, 49, 95, 46, 44, 67, 25.87, Loyal, Belo Horizonte, 0x320d43, Hubris, 16' 9'', 220.40892, False, True, False, True
Doctor Fist, 94, 87, 20, 18, 8, 52, 77, 12, 16, 40, 40.54, Obsessive, Detroit, 0x00e50c, Manipulable, 9' 6'', 38.18116, True, True, True, False
Captain Hornet, 13, 12, 45, 56, 62, 95, 14, 3, 38, 100, 20.19, Sadistic, Detroit, 0xf990da, Poison susceptible, 5' 3'', 140.22275, False, False, True, False
Masked Surfer, 13, 30, 75, 79, 86, 48, 2, 43, 50, 85, 56.66, Reckless, Cairo, 0x18abd3, Stubborn, 0' 7'', 89.81606, True, False, False, False
Ancient Soldier, 8, 43, 77, 30, 71, 30, 70, 3, 5, 2, 18.00, Calculating, San Diego, 0x787ef9, Egotistical, 13' 5'', 251.73224, True, True, False, False
Invisible Hornet, 45, 22, 86, 8, 29, 7, 23, 39, 43, 78, 54.51, Reckless, Sydney, 0x945de9, Naive, 16' 5'', 41.89015, True, True, True, True
Night Crusader, 49, 65, 56, 93, 48, 29, 77, 18, 67, 73, 28.95, Stoic, Indianapolis, 0x081ccd, Impulsive, 16' 10'', 182.09818, True, True, False, True
Wonder Woman, 43, 83, 63, 41, 44, 1, 42, 66, 63, 45, 45.83, Charismatic, Phoenix, 0x73d099, Poison susceptible, 15' 8'', 138.56263, True, True, False, True
Incredible Daredevil, 6, 87, 8, 77, 93, 49, 14, 30, 22, 45, 47.37, Ruthless, Austin, 0x414abb, Electric weakness, 14' 6'', 251.07085, False, False, False, True
The Ghost, 78, 26, 74, 84, 0, 18, 80, 63, 41, 0, 69.64, Stoic, Moscow, 0xf02364, Light sensitive, 16' 7'', 87.94093, False, False, True, True
Invisible Man, 0, 87, 5, 4, 30, 76, 97, 28, 25, 32, 47.97, Sarcastic, Buenos Aires, 0x9d0e3c, Reckless, 5' 3'', 106.86750, False, False, True, True
Night Doom, 97, 78, 90, 82, 15, 89, 29, 63, 60, 23, 18.00, Sarcastic, Surat, 0xe2dd3f, Distrustful, 4' 10'', 121.91812, False, False, False, True
Rocket Fist, 94, 14, 79, 41, 21, 54, 85, 40, 7, 64, 43.27, Power hungry, Dongguan, 0x95fd00, Energy drain, 19' 2'', 261.01273, False, True, False, False
Incredible X, 20, 64, 30, 70, 89, 43, 85, 79, 72, 24, 30.64, Reckless, San Jose, 0xc7ef9a, Water weakness, 19' 3'', 258.41491, False, False, False, True
The Warrior, 15, 98, 26, 43, 54, 28, 14, 27, 12, 78, 54.48, Loyal, Shenyang, 0xfa53a7, Darkness bound, 9' 7'', 70.45875, False, True, True, True
Incredible Crusader, 5, 94, 64, 65, 97, 5, 62, 50, 88, 93, 40.14, Protective, Addis Ababa, 0x7f0f39, Sound sensitive, 6' 3'', 155.88286, True, True, True, False
Mr Crusader, 57, 4, 88, 1, 13, 58, 49, 66, 92, 99, 24.53, Compassionate, Bogota, 0xe4d7e3, Greedy, 16' 10'', 295.13356, False, True, True, True
Spider Soldier, 74, 41, 4, 89, 17, 71, 46, 89, 82, 7, 48.96, Sarcastic, London, 0x23220b, Water weakness, 2' 1'', 292.12608, False, True, True, True
Metal Girl, 7, 60, 26, 59, 99, 36, 20, 72, 52, 45, 43.19, Brave, Moscow, 0x1c1d9a, Soft hearted, 0' 3'', 197.03767, True, True, False, True
Iron Void, 43, 18, 27, 37, 13, 55, 8, 14, 21, 13, 36.89, Ruthless, Chennai, 0x312f28, Power addicted, 12' 4'', 245.79263, True, True, False, True
Iron Lightning, 20, 47, 33, 72, 64, 7, 77, 27, 44, 76, 56.23, Determined, Rio de Janeiro, 0xdcc644, Sound sensitive, 17' 3'', 108.70802, False, True, True, False
Silver Void, 29, 72, 56, 17, 12, 57, 62, 37, 77, 13, 25.82, Manipulative, Barcelona, 0x07084c, Fire weakness, 6' 6'', 53.94869, True, True, False, False
Captain Warrior, 44, 57, 22, 25, 5, 81, 68, 12, 66, 56, 41.75, Cruel, Chongqing, 0x8a7c12, Guilt ridden, 10' 11'', 79.10531, True, False, True, True
Omega Hornet, 81, 84, 33, 14, 21, 93, 72, 25, 76, 48, 20.20, Clever, London, 0x4379e7, Egotistical, 5' 0'', 79.67030, True, False, True, False
Wonder Boy, 89, 8, 51, 25, 8, 87, 62, 13, 85, 32, 3195.25, Sadistic, Cairo, 0xb51855, Trusting, 2' 8'', 19.45958, False, True, True, False
Professor Boy, 59, 5, 21, 91, 11, 62, 48, 93, 50, 65, 39.53, Reckless, Fortaleza, 0x010455, Poison susceptible, 13' 5'', 28.01399, False, False, False, False
Captain Hulk, 22, 25, 61, 7, 4, 15, 23, 44, 2, 35, 18.00, Compassionate, Seoul, 0x7ac286, Power addicted, 6' 0'', 168.28025, False, True, True, True
Green Daredevil, 56, 21, 43, 47, 16, 31, 69, 87, 68, 93, 38.03, Ruthless, Kano, 0x3d47b6, Impulsive, 17' 4'', 270.09076, False, False, True, True
Omega Soldier, 40, 18, 8, 44, 85, 41, 18, 88, 99, 52, 41.15, Ruthless, Kano, 0x54b84a, Greedy, 9' 11'', 267.51315, False, False, False, False
Impossible Hulk, 43, 26, 19, 10, 61, 20, 90, 13, 7, 34, 25.69, Stoic, Pune, 0x560844, Guilt ridden, 13' 2'', 171.58577, False, False, True, True
Power Girl, 22, 39, 36, 11, 62, 84, 16, 0, 9, 72, 58.31, Cruel, Ahmedabad, 0x419fc1, Sound sensitive, 16' 9'', 188.13106, False, False, True, True
Doctor Phantom, 37, 53, 87, 70, 3, 33, 97, 4, 95, 54, 9139.24, Reckless, Jakarta, 0xa6eb5b, Manipulable, 5' 11'', 285.03561, False, True, False, False
Metal Warrior, 73, 7, 84, 46, 24, 98, 80, 57, 65, 72, 31.44, Vengeful, Bogota, 0x4859af, Egotistical, 18' 2'', 66.98432, False, False, False, True
Metal Torch, 2, 2, 52, 92, 53, 58, 90, 10, 21, 3, 54.92, Compassionate, Guangzhou, 0x179fc3, Vengeful, 2' 10'', 181.07758, False, False, True, True
Super Man, 69, 94, 78, 24, 26, 28, 50, 99, 47, 19, 40.45, Stoic, Columbus, 0x15f3b8, Guilt ridden, 12' 9'', 241.85626, False, False, True, False
Omega Centurion, 41, 9, 67, 7, 82, 43, 48, 83, 5, 73, 31.11, Determined, Moscow, 0x4bb152, Obsessive, 8' 10'', 23.61276, False, True, True, True
Ancient Knight, 26, 75, 0, 24, 88, 83, 40, 67, 88, 80, 61.89, Obsessive, Chongqing, 0xfc4fa4, Magic vulnerable, 12' 0'', 200.57785, False, False, False, True
Invisible Crusader, 95, 4, 25, 14, 17, 66, 84, 0, 47, 14, 27.29, Manipulative, Tokyo, 0x90599e, Impulsive, 7' 8'', 152.15049, True, True, True, True
Ms Darkness, 92, 14, 18, 92, 60, 19, 84, 6, 26, 58, 64.60, Reckless, Jakarta, 0x7fb28f, Poison susceptible, 9' 6'', 284.25783, True, True, True, True
Human Woman, 13, 14, 65, 41, 8, 97, 94, 46, 99, 29, 47.25, Power hungry, Xi'an, 0x1fbcaa, Darkness bound, 1' 2'', 102.02143, False, True, True, True
Impossible Cloak, 83, 59, 76, 42, 26, 23, 52, 37, 67, 100, 18.00, Vengeful, Jacksonville, 0x411dc0, Silver weakness, 4' 1'', 179.68951, False, True, False, True
Radioactive Woman, 35, 33, 87, 98, 95, 99, 1, 19, 15, 100, 31.25, Arrogant, Ankara, 0x24b272, Manipulable, 16' 8'', 266.87735, False, False, True, True
Metal Soldier, 70, 2, 79, 70, 27, 1, 50, 86, 54, 36, 18.28, Reckless, Wuhan, 0xe3902a, Energy drain, 8' 5'', 179.47228, True, False, True, True
Masked Soldier, 56, 97, 94, 46, 60, 1, 34, 89, 11, 48, 42.96, Power hungry, Lagos, 0x1e6428, Manipulable, 11' 8'', 21.49292, False, False, True, True
Incredible Man, 57, 98, 35, 22, 10, 82, 56, 39, 18, 93, 19.73, Protective, Hangzhou, 0x03989c, Power addicted, 13' 8'', 60.71966, True, False, True, True
Rocket Warrior, 18, 36, 51, 88, 40, 62, 71, 12, 5, 54, 43.64, Cold blooded, Delhi, 0xabcb46, Prideful, 9' 7'', 263.90077, False, False, False, True
Omega Man, 59, 43, 0, 27, 66, 59, 4, 82, 48, 52, 29.09, Arrogant, Sydney, 0x3e767c, Poison susceptible, 14' 7'', 48.49380, True, True, True, False
Radioactive Centurion, 43, 8, 3, 40, 73, 57, 12, 12, 0, 94, 32.77, Sadistic, Lima, 0xe0724c, Impulsive, 3' 3'', 217.06652, False, False, False, True
Super X, 15, 93, 65, 20, 90, 87, 14, 1, 30, 74, 656.72, Honorable, Baghdad, 0x1298dd, Fearful, 6' 1'', 178.29655, True, False, True, False
Captain Fist, 39, 92, 17, 11, 8, 87, 43, 33, 54, 98, 45.52, Cold blooded, Kuala Lumpur, 0xebbbfc, Hotheaded, 13' 5'', 80.35535, True, True, False, False
Omega Boy, 67, 80, 43, 77, 31, 84, 26, 10, 35, 51, 40.35, Honorable, Tehran, 0xaa03f6, Short sighted, 16' 9'', 70.70092, True, False, False, False
Incredible Soldier, 98, 24, 88, 21, 45, 93, 0, 72, 51, 49, 50.50, Arrogant, Zhengzhou, 0xf33c6f, Lonely, 0' 4'', 133.69680, True, True, False, True
Radioactive Fist, 90, 9, 41, 83, 61, 31, 8, 87, 29, 65, 37.46, Obsessive, Sao Paulo, 0xcbdc23, Vengeful, 17' 3'', 175.31500, False, False, False, False
Incredible Master, 70, 77, 73, 7, 4, 51, 55, 37, 41, 92, 39.02, Manipulative, Baghdad, 0x617662, Greedy, 5' 3'', 262.21275, True, True, True, False
Power Warrior, 70, 47, 49, 59, 22, 81, 49, 80, 59, 56, 28.90, Cold blooded, Austin, 0x5cc277, Impulsive, 0' 5'', 214.69060, False, True, True, True
Master Ghost, 51, 6, 62, 80, 7, 28, 94, 57, 67, 53, 31.44, Reckless, Shenyang, 0x79429c, Vengeful, 16' 4'', 107.19096, False, True, True, False
Silver Soldier, 19, 45, 89, 64, 95, 43, 85, 6, 75, 89, 26.70, Vengeful, Moscow, 0xe59dc0, Stubborn, 1' 9'', 72.35552, True, False, True, True
Masked Daredevil, 28, 72, 0, 57, 3, 22, 21, 1, 37, 93, 79.12, Arrogant, Phoenix, 0x443df0, Water weakness, 3' 6'', 200.55442, False, False, True, False
The Fist, 88, 11, 4, 57, 67, 54, 36, 69, 81, 63, 25.77, Cold blooded, Lagos, 0x4b5612, Lonely, 16' 8'', 296.09206, False, True, True, False
Dark Darkness, 54, 14, 5, 0, 71, 57, 79, 96, 2, 96, 79.19, Cunning, Haerbin, 0xd3494c, Naive, 7' 3'', 239.16329, True, True, True, True
Metal Crusader, 6, 81, 52, 68, 72, 18, 39, 1, 100, 26, 32.17, Loyal, Hyderabad, 0xfbb941, Vengeful, 10' 6'', 97.93969, True, True, True, True
Doctor Man, 41, 70, 57, 1, 47, 23, 16, 34, 93, 30, 18.00, Compassionate, Mexico City, 0xc53684, Ice weakness, 1' 9'', 114.09993, True, True, True, False
Dark Hornet, 16, 95, 2, 64, 46, 17, 23, 54, 2, 51, 83.45, Reckless, Buenos Aires, 0xa124fb, Guilt ridden, 4' 11'', 36.05609, False, False, True, True
Masked Boy, 94, 8, 14, 52, 97, 87, 44, 79, 71, 65, 18.00, Compassionate, Addis Ababa, 0x1323ec, Silver weakness, 10' 9'', 48.29737, True, True, True, False
Captain Machine, 69, 83, 94, 23, 29, 89, 45, 86, 3, 84, 18.96, Honorable, Dalian, 0x0d1a24, Trusting, 8' 7'', 200.41620, False, True, False, False
Super Ghost, 29, 52, 13, 89, 28, 23, 25, 84, 88, 43, 6869.14, Compassionate, Fortaleza, 0x977084, Fearful, 20' 5'', 220.90868, True, False, False, False
Mr Machine, 7, 55, 13, 13, 90, 44, 81, 37, 93, 86, 47.57, Charismatic, Cape Town, 0x5fc959, Guilt ridden, 2' 5'', 271.17845, False, True, False, False
Doctor Woman, 8, 55, 12, 64, 71, 20, 78, 95, 97, 22, 31.36, Brave, Kinshasa, 0xa59aaf, Manipulable, 13' 9'', 133.87300, True, True, True, True
Human Boy, 10, 24, 88, 5, 84, 71, 24, 37, 94, 19, 64.37, Manipulative, Beijing, 0x315f1f, Greedy, 6' 8'', 64.59547, True, True, True, False
Night X, 8, 90, 51, 36, 100, 96, 52, 42, 80, 36, 49.68, Loyal, Seattle, 0xf29df6, Impulsive, 8' 6'', 140.53152, False, True, False, True
Spider Man, 43, 28, 5, 37, 0, 1, 54, 24, 66, 65, 41.61, Ruthless, Dallas, 0xdca910, Distrustful, 19' 5'', 235.06985, False, True, True, True
Iron Ghost, 59, 28, 18, 0, 58, 50, 68, 32, 12, 60, 42.71, Calculating, Porto Alegre, 0xac8c44, Technology vulnerable, 11' 4'', 251.49044, True, False, False, False
Super Doom, 53, 67, 60, 97, 68, 36, 76, 17, 75, 82, 25.05, Clever, Kinshasa, 0x071e53, Greedy, 18' 10'', 259.53395, True, True, True, False
Captain Lightning, 1, 11, 48, 32, 53, 99, 56, 38, 58, 4, 33.65, Stoic, Kolkata, 0x57892d, Silver weakness, 19' 0'', 48.66061, True, True, True, True
Night Surfer, 43, 55, 5, 80, 21, 49, 62, 60, 84, 41, 42.61, Ruthless, Melbourne, 0x4124c3, Fearful, 18' 3'', 40.15106, False, True, True, False
Invisible Lightning, 66, 62, 21, 85, 12, 66, 36, 19, 80, 73, 30.41, Charismatic, Ankara, 0x9d5315, Trusting, 3' 2'', 276.81385, True, False, False, False
Crimson Hulk, 38, 14, 6, 60, 42, 84, 100, 55, 24, 4, 34.15, Manipulative, San Francisco, 0x1a1ac1, Trusting, 14' 11'', 100.97746, True, True, False, False
Radioactive Doom, 94, 98, 13, 8, 8, 54, 33, 11, 96, 93, 9110.78, Brave, Bangkok, 0xadc292, Water weakness, 1' 0'', 234.33629, True, False, True, True
Professor Phantom, 40, 20, 89, 46, 41, 93, 66, 85, 2, 95, 29.88, Determined, Istanbul, 0x180592, Paranoid, 13' 0'', 292.85033, False, False, False, True
Radioactive Entity, 87, 59, 4, 11, 8, 8, 86, 2, 75, 31, 18.00, Protective, Kinshasa, 0xb26d6d, Greedy, 8' 9'', 108.05015, False, False, False, False
Dark Woman, 58, 4, 59, 44, 37, 79, 55, 82, 83, 70, 22.25, Calculating, Suzhou, 0xd35480, Soft hearted, 1' 8'', 130.63975, True, True, True, False
Metal Machine, 59, 63, 92, 69, 13, 14, 42, 85, 94, 65, 39.01, Clever, Nagoya, 0xb55355, Guilt ridden, 2' 6'', 269.15028, True, True, True, True
Human Girl, 43, 89, 66, 61, 94, 12, 6, 8, 2, 94, 47.91, Cold blooded, Addis Ababa, 0xeac9d8, Greedy, 12' 4'', 201.07299, True, True, False, True
Captain Girl, 92, 3, 86, 19, 34, 48, 67, 20, 46, 46, 38.62, Protective, Foshan, 0xa07dc0, Radiation weak, 20' 9'', 94.99526, False, False, False, False
Ancient Man, 50, 44, 58, 76, 6, 50, 81, 83, 79, 31, 6889.38, Manipulative, Fortaleza, 0xd6b1f1, Trusting, 15' 7'', 88.22957, False, False, False, True
Silver X, 44, 6, 30, 63, 27, 67, 82, 94, 28, 58, 18.00, Cold blooded, Delhi, 0x64882d, Energy drain, 9' 9'', 157.51892, False, False, False, True
Dark X, 100, 54, 43, 45, 42, 25, 6, 92, 74, 95, 33.82, Stoic, Recife, 0x86ac86, Overconfident, 3' 0'', 287.24018, False, True, True, False
Rocket Doom, 29, 72, 64, 35, 1, 29, 69, 40, 63, 86, 37.99, Stoic, Melbourne, 0xca2aa7, Trusting, 5' 11'', 107.78403, False, False, False, True
Green Hulk, 48, 68, 61, 39, 32, 44, 50, 55, 41, 20, 2155.83, Protective, Chicago, 0xef0224, Vengeful, 9' 5'', 142.47616, True, True, False, True
Super Entity, 12, 71, 42, 94, 11, 54, 19, 46, 43, 58, 37.45, Arrogant, Dallas, 0x385c2c, Impulsive, 5' 2'', 231.27045, False, False, False, False
Metal Cloak, 50, 51, 50, 90, 100, 40, 20, 64, 25, 98, 38.37, Cunning, Tehran, 0x09d386, Manipulable, 19' 9'', 17.00273, True, True, False, True
Night Lightning, 82, 41, 70, 28, 16, 100, 40, 25, 58, 17, 29.35, Cruel, Manila, 0x81de71, Light sensitive, 8' 9'', 219.67501, False, True, False, False
Incredible Girl, 21, 45, 11, 1, 3, 21, 52, 16, 93, 78, 29.65, Honorable, Barcelona, 0x2dce99, Prideful, 0' 2'', 74.76022, True, False, True, True
Professor Man, 25, 41, 74, 50, 16, 69, 68, 50, 50, 59, 6363.38, Reckless, Hong Kong, 0x91cb64, Prideful, 4' 0'', 258.35252, True, False, True, True
Omega Machine, 50, 52, 48, 12, 0, 34, 23, 59, 26, 76, 33.36, Power hungry, Charlotte, 0x0ee026, Greedy, 15' 0'', 103.50224, False, False, True, True
Omega Girl, 51, 54, 15, 52, 94, 53, 78, 56, 80, 52, 37.57, Clever, Suzhou, 0x1d5d04, Manipulable, 14' 6'', 24.21592, False, False, False, True
Mr Boy, 91, 58, 68, 13, 63, 43, 37, 23, 59, 51, 28.33, Manipulative, Nairobi, 0xba746a, Radiation weak, 1' 8'', 105.01633, True, False, False, True
Dark Shadow, 96, 77, 94, 23, 99, 28, 55, 85, 44, 79, 32.01, Calculating, Kuala Lumpur, 0x962331, Light sensitive, 14' 4'', 153.06236, False, True, True, False
Captain Ghost, 56, 15, 87, 80, 76, 59, 96, 5, 59, 27, 18.00, Sarcastic, Hyderabad, 0x73a7d8, Trusting, 5' 4'', 267.37504, False, True, False, True
Captain Void, 36, 73, 24, 47, 42, 25, 78, 62, 37, 40, 36.44, Vengeful, Addis Ababa, 0x8d0683, Stubborn, 4' 8'', 214.80322, True, True, True, True
Green Soldier, 70, 70, 58, 39, 14, 47, 91, 25, 91, 7, 60.35, Arrogant, Istanbul, 0xb4cfc5, Lonely, 6' 5'', 92.26298, False, True, True, True
Incredible Fist, 89, 24, 21, 1, 38, 64, 4, 40, 30, 26, 18.00, Stoic, Chicago, 0x3fae12, Stubborn, 1' 0'', 47.68804, False, False, False, True
Human Fist, 32, 19, 23, 46, 18, 97, 99, 19, 1, 27, 45.10, Sadistic, Porto Alegre, 0x1fb961, Light sensitive, 18' 2'', 48.60986, True, False, True, False
Dark Hulk, 70, 7, 30, 18, 91, 17, 65, 96, 87, 82, 30.81, Brave, Philadelphia, 0xbc9e4f, Water weakness, 20' 3'', 199.96999, False, False, False, False
Impossible Master, 13, 89, 63, 66, 81, 9, 100, 13, 76, 16, 23.59, Reckless, San Diego, 0x504716, Obsessive, 6' 11'', 108.81160, True, True, False, True
Radioactive Daredevil, 68, 40, 48, 38, 48, 87, 17, 72, 65, 28, 20.64, Manipulative, Boston, 0x095cb7, Manipulable, 14' 1'', 131.58563, False, False, False, True
Iron Surfer, 50, 68, 2, 45, 42, 67, 22, 48, 70, 0, 48.01, Honorable, Lima, 0x7d030c, Lonely, 4' 8'', 30.98376, True, False, True, True
Crimson Hornet, 62, 63, 13, 0, 87, 72, 14, 19, 93, 86, 19.58, Stoic, Indianapolis, 0x20fef1, Energy drain, 17' 9'', 44.46815, True, True, True, False
Masked Man, 31, 36, 16, 34, 75, 64, 30, 47, 72, 3, 1194.75, Power hungry, Dhaka, 0x1a4150, Egotistical, 6' 5'', 60.71781, False, True, False, False
Crimson Entity, 14, 79, 22, 58, 85, 87, 94, 21, 60, 40, 1843.06, Loyal, Tokyo, 0x7738ed, Fire weakness, 6' 4'', 90.07642, False, True, False, False
Invisible Doom, 49, 79, 35, 60, 75, 6, 77, 51, 81, 25, 69.22, Clever, Johannesburg, 0x1b409b, Impulsive, 15' 3'', 73.60262, True, False, True, True
Spider Phantom, 2, 15, 91, 22, 24, 18, 43, 69, 34, 77, 38.68, Brave, Beijing, 0xdf6f4b, Impulsive, 4' 2'', 9.38972, True, False, False, True
Spider Warrior, 48, 52, 62, 30, 60, 51, 37, 67, 52, 84, 31.34, Clever, Singapore, 0x6666f4, Stubborn, 9' 4'', 241.55534, False, True, False, True
Master Skull, 57, 10, 65, 77, 21, 96, 65, 80, 16, 53, 25.95, Cunning, Tehran, 0xec409b, Light sensitive, 15' 7'', 148.17868, False, False, False, True
Professor Torch, 74, 27, 23, 84, 41, 85, 69, 26, 77, 59, 20.00, Stoic, Bogota, 0x7a9dbe, Manipulable, 20' 3'', 129.00568, True, True, True, False
Master Phantom, 43, 12, 88, 47, 42, 79, 26, 26, 38, 68, 36.81, Reckless, Baghdad, 0x559216, Overconfident, 5' 6'', 128.26233, False, True, True, False
Power Hulk, 20, 13, 65, 31, 29, 0, 11, 19, 1, 90, 67.64, Sarcastic, Rio de Janeiro, 0x137280, Power addicted, 13' 6'', 97.77903, False, True, False, False
Doctor Darkness, 66, 49, 39, 46, 80, 96, 75, 71, 26, 26, 22.61, Cunning, Nagoya, 0xff8643, Stubborn, 10' 5'', 216.40942, False, True, False, False
Master Machine, 61, 75, 88, 55, 0, 16, 80, 6, 4, 33, 20.37, Protective, Chennai, 0x5d3b17, Greedy, 4' 10'', 264.43049, True, False, False, False
Invisible Phantom, 92, 83, 46, 24, 18, 17, 92, 56, 45, 31, 50.51, Charismatic, Lahore, 0xaf2d2f, Lonely, 2' 2'', 211.94871, True, False, True, True
Crimson Woman, 99, 23, 73, 95, 30, 97, 80, 64, 76, 63, 30.53, Compassionate, San Diego, 0x3cf640, Greedy, 7' 10'', 90.68924, False, False, False, False
Impossible Lightning, 34, 82, 88, 83, 6, 92, 22, 54, 81, 33, 58.55, Stoic, Columbus, 0x69956f, Trusting, 3' 4'', 297.01252, False, True, False, False
Super Daredevil, 12, 7, 64, 72, 4, 59, 26, 100, 77, 34, 18.00, Reckless, Kolkata, 0x350ce4, Lonely, 0' 4'', 258.93202, False, True, True, False
Ancient Daredevil, 10, 36, 60, 23, 55, 45, 21, 69, 3, 43, 50.36, Calculating, Dalian, 0x1f9f77, Sound sensitive, 13' 4'', 185.38454, True, True, False, True
Masked Claw, 51, 10, 40, 19, 87, 52, 56, 58, 85, 67, 41.23, Clever, Mumbai, 0xc46169, Vengeful, 18' 0'', 33.18207, False, False, True, False
Super Centurion, 17, 23, 31, 41, 18, 84, 91, 27, 85, 4, 8948.44, Calculating, San Francisco, 0x61f976, Radiation weak, 1' 2'', 172.61379, False, True, False, True
Professor Claw, 89, 34, 31, 6, 91, 20, 32, 92, 59, 16, 1466.23, Ruthless, Phoenix, 0x9355dc, Distrustful, 10' 6'', 116.20469, False, True, True, True
Iron Hornet, 48, 56, 7, 69, 54, 73, 89, 92, 85, 75, 39.05, Stoic, Madrid, 0xb1fe3e, Power addicted, 13' 4'', 7.18777, False, True, True, True
Dark Entity, 57, 86, 76, 51, 47, 53, 51, 90, 52, 33, 18.00, Vengeful, Lagos, 0x06ca62, Ice weakness, 13' 4'', 155.16147, True, False, True, False
